--------- beginning of kernel
06-14 14:28:22.955     0     0 I CAM_INFO: CAM-ISP: cam_ife_mgr_release_hw: 11425 21:28:23.19 Release HW success ctx id: 3
06-14 14:28:22.959     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
06-14 14:28:22.976     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1270 CAM_RELEASE_DEV Success for imx471 sensor_id:0x471, slave_addr:0x34
06-14 14:28:23.657     0     0 I logd    : logdr: UID=2000 GID=2000 PID=6747 n tail=0 logMask=10099 pid=0 start=0ns deadline=0ns
06-14 14:28:28.769     0     0 W healthd : battery l=96 v=4217 t=35.0 h=2 st=3 c=-601333 fc=4411000 cc=102 chg=u
06-14 14:28:28.886     0     0 E syncboss_spi spi0.0: bad magic from MCU (value: 0xcacacaca, data_ready_irq: 1, wake_timer: 0, send_timer: 0, msg_to_send: 1)
06-14 14:28:33.961     0     0 W healthd : battery l=96 v=4163 t=35.0 h=2 st=3 c=-1500403 fc=4411000 cc=102 chg=u
06-14 14:28:38.807     0     0 W healthd : battery l=96 v=4161 t=35.0 h=2 st=3 c=-1578774 fc=4411000 cc=102 chg=u
06-14 14:28:42.913     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1211 CAM_ACQUIRE_DEV Success for imx471 id:0x471,slave-addr:0x34 crm:[0]
06-14 14:28:42.916    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=857 already in list [21:28:42:981] cb=ife idx=0 handle=18388 len=573440,give same addr back
06-14 14:28:42.917    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=858 already in list [21:28:42:981] cb=ife idx=0 handle=18388 len=471040,give same addr back
06-14 14:28:42.917    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=859 already in list [21:28:42:981] cb=ife idx=0 handle=18388 len=495616,give same addr back
06-14 14:28:42.929     0     0 I CAM_INFO: CAM-SENSOR: cam_sensor_driver_cmd: 1211 CAM_ACQUIRE_DEV Success for imx471 id:0x471,slave-addr:0x34 crm:[0]
06-14 14:28:42.935    21    21 I CAM_INFO: CAM-SMMU: cam_smmu_map_user_iova: 3257 fd=926 already in list [21:28:42:999] cb=ife idx=0 handle=18388 len=573440,give same addr back
